id,text,emotions
5171,"Once my friend and I got into into a hot discussion on a very 
controversial topic. At one point of the argument I disagreed 
with her totally and I took what she was saying as an insult. So 
I couter-argued and unknowingly hurt her emotionally, I felt very 
sad about this.",sadness
5172,"After joining my M.A in Social Sciences, I appeared for the first 
semester exam. I failed one of the exams, and when I looked at 
my results I felt disgusted and then I got angry.",disgust
5173,"I met my friend and he gave me a wonderful present as it was my 
birthday. I enjoyed having that present.",joy
5174,"When I lost a wallet while travelling, since it belonged to the 
group I was very afraid.",fear
5175,"When a person whom I had invited did not come on the appointed 
day and time.",anger
5176,"I tried my level best to care for my client, I took an 
appointment with a doctor and before meeting the doctor he 
expired - a poor small boy from Uttar Pradesh.",sadness
5177,"My notes were not returned to me, it kept on being 
procrastinated.",disgust
5178,When I got the scholarship letter from Australia.,joy
5179,When going to the exam.,fear
5180,[ When I do not get any co-operation from my friends/partners.],anger
5181,When my brother's visa for the U.S.A got cancelled.,sadness
5182,"When my elder sister had a baby girl. She was the first girl in 
the family after 19 years of baby boys.",joy
5183,"When our school was raided by the pupils of the boys secondary 
school who beat us up.",fear
5184,"When my room-mate locked up the keys of my room in our room after 
I had told her that I was only in the bathroom having a shower. 
She left and I had to do without supper.",anger
5185,"When I received the news that my beloved grandmother had died. I 
was at the boarding school and was only 13 years old.",sadness
5186,"One evening when a boy who was drunk made a pass at me by trying 
to kiss me.",disgust
5187,"I was very happy when I passed and went to form I. It was a 
great relief for me as I had been very worried considering the 
large number of pupils who fail.",joy
5188,"During the last academic year i.e 1983/1984 just before the 
closure, we were surrounded and threatened by the paramilitary 
forces.",fear
5189,"When someone I trusted very much, disappointed me.",anger
5190,"When a close friend of mine who was with me in first year could 
not make it to the second year.",sadness
5191,When one of my friends started misbehaving.,disgust
5192,"After waiting impatiently for the results of the form 5 
examinations for almost a year, at last I received a letter of 
acceptance from the Senate of the university of Zambia telling 
me that I had made it to the first year course at UNZA.",joy
5193,"The first day that I was close to a dead body, in my third year 
at UNZA, school of medicine.",fear
5194,"A few monthe ago, when my brother's wife told me that I had bad 
manners. To make matters worse she did not let me use their 
telephone as she only allowed people of her own tribe.",anger
5195,When I got to know that my father had passed away.,sadness
5196,"I was disgusted to discover that my girlfriend of few weeks was 
already fooling around with another guy. I was disappointed as 
the guy was a rogue and I respected my girlfriend.",disgust
5197,"When I received the first year results as the first year had 
involved a lot of work and I was very pleased when I got the 
results.",joy
5198,"When mother was very ill, I feared that she would die.",fear
5199,"When a boy, who was drunk, insulted me in front of a crowd. I 
was stopped from punching him for it.",anger
5200,"When I heard the news that my brother had passed away. It was 
the first time that I lost a brother.",sadness
5201,"When a student accused me of having stolen his textbook as he 
had found a form bearing my name in his other books and all my 
explanations fell on deaf ears.",disgust
5202,"The computer at school had left out my name along with four 
others and I had no rights for one year. So I was happy to find 
my name on the medical schhol list.",joy
5203,"We were driving on a very dusty road at night and the driver 
tried to overtake a very big truck only to find another big truck 
parked right in front.",fear
5204,"I had gone on a vacation and my mother left home without leaving 
me any thing - money to come back to school.",anger
5205,I remember being sad whe my aunt's child died (2 days old).,sadness
5206,"I was eating in the dinning hall and some women joined me. I 
could not eat with them so I left the dinning hall.",disgust
5207,"I had been very weary all week - no letters, no phonecalls, no 
visitors and then my younger sister came with some cheese, a card 
and some pocket money for me; and she told me that she was 
working now.",joy
5208,"A friend gave me a lift and we met a road-block. He tried to 
turn back when an officer shouted at us to stop. My friend took a 
turn suddenly and the officer raised his gun but by the time we 
were gone.",fear
5209,"I had worked very hard during my vacations to raise some money 
for a few major items (e.g a radio). but when I arrived at the 
inter-city bus terminal, my hard earned money had been stolen 
from me.",anger
5210,"My younger brother and sister were involved in an accident on 
their way back from school and my brother was quite badly hurt.",sadness
5211,"I went to the shopping centre to buy something and saw packets of 
Kapenta with maggots in them. Oh !",disgust
5212,"When my girl and I decided to get back together after our 
separation.",joy
5213,"I was so sick that my relatives thought that I was bewitched. I 
felt like dying.",fear
5214,"When my girlfriend left me to go out with another guy, even 
though she knew that she was wrong.",anger
5215,"When my girl went away for a holiday without saying good-bye to 
me.",sadness
5216,When I failed my first biochemistry test.,disgust
5217,When I passed successive exams to enter the school of medicine.,joy
5218,When I went to my first dental appointment.,fear
5219,"When my father banned me from going to his sister's home due to 
some misunderstanding between the two.",anger
5220,"When my girlfriend was afraid and anxious the day before taking 
her exam.",sadness
5221,"When my room-mate made a mess of the room after having drunk the 
whole night at a graduation party ceremony.",disgust
5222,"When my elder brother, who had gone abroad to study for six 
years, came back home safe and in good health.",joy
5223,"When I entered the dissecting room for the anatomy class and saw 
several dead bodies lying on the benches.",fear
5224,"I was in love with a very beautiful girl and when I went back for 
my holidays I found her wth another guy who she said was just a 
friend. Later I found them together and was convinced that there 
was something fishy.",anger
5225,"When I went to see the dead body of my uncle. This was a very 
dramatic expreience as it was the first time that I entered a 
mortuary.",sadness
5226,"I went to spend a night with a relative of mine and there I 
found that the bed had been wet the previous night.",disgust
5227,"When I heard that I had got the best result in school and would 
be definately selected to the university of Zambia.",joy
5228,"When I entered the dissection room for the first time and was 
exposed to preserved dead human bodies.",fear
5229,"When I learnt that my younger sister had been expelled from 
secondary school because she was pregnant. That was the second 
time that this happened in the family - the first time it had 
been my elder sister.",anger
5230,"When I realized that I was in hospital after a car accident and 
that I had a scleral tear in my left eye.",sadness
5231,"When a ""friend"" woke me up in the middle of a blessful sleep by 
knocking on the door. Then he started calling me names and 
saying that he had heard that I had been talking behind his back, this 
was a lie and the guy was drunk to the core.",disgust
5232,"When I was accepted into the medical school. Medicine is a 
profession that I have desired ever since my childhood.",joy
5233,"When the time came for me to see dead bodies and to operate on 
them.",fear
5234,"When I was accused of having planned my friend's outing at 
secondary school (boarding) as we were not allowed to go out.",anger
5235,"When I realized the burden it was for my mother to look after all 
of us, all by herself.",sadness
5236,"When I heard that a woman of my community had aborted and got rid 
of the foetus by throwing it in the drain.",disgust
5237,"When I heard that I had been selected fot the first year at the 
university of Zambia. This was after my form five at Chikola 
secondary school.",joy
5238,"When I took the first year university exams and made a lot of 
mistakes in the P110 exam. I was afraid of failing and thus 
being unable to go to the school of medicine.",fear
5239,"When my brother-in-law's brother stole my clothes when my 
brother-in-law and I had gone to cut wood for the fire.",anger
5240,"When I heard that my father had been involved in a car accident 
in Lusaka. This happened when he had gone to get the car which 
had been stolen in Lusaka.",sadness
5241,"When I was accused of having impregnated someone's daughter, it 
was the girl's cousin who had done it.",disgust
5242,When I won the best prize in the National science fair.,joy
5243,When I was chased by a big dog near my house.,fear
5244,Being hooted at when I was learning to drive.,anger
5245,When my grandmother died - having to see my mother weep.,sadness
5246,"When I saw a drunk man urinate upon himsellf and he seemed to be 
thoroughly content with it.",disgust
5247,"When I heard the examination results and when I recovered after 
having been sick for a week.",joy
5248,"When my mother was seriously ill and had to be admitted to the 
hospital.",fear
5249,"When someone took my things without having asked for my 
permission.",anger
5250,When my father passed away.,sadness
5251,"When I went to the clinic for a medical check-up and saw the way 
the lecturer was conducting the lecture and the kind of responses 
he got from the patients.",disgust
5252,When I learnt that I had been accepted at the medical school.,joy
5253,"While drinking a soft drink, I had the impression of swallowing 
a piece of glass so I went to the district hospital and got 
admitted there.",fear
5254,"When my room-mate was making noise deliberately, by playing a 
flute early in the morning while I was trying to study.",anger
5255,When my grandmother passed away.,sadness
5256,I witnessed a scene in which two women were abusing each other.,disgust
5257,When I was selected to the university of Zambia.,joy
5258,When my father was involved in an accident.,fear
5259,When a few girls were talking rubbish about me.,anger
5260,When my beloved uncle was shot dead by relatives.,sadness
5261,"When I failed the entrance exam of the medical school and was 
studying biochemistry which has no job prospects in Zambia.",disgust
5262,"When I was offered a place in the university as a full time 
student.",joy
5263,"When I was first exposed to the dead bodies, for dissecting 
purposes at the school of medicine.",fear
5264,"When our government decided to withdraw student allowances as it 
was one of the conditions imposed by the IMF. 
",anger
5265,"When my father was imprisoned for burning the house of his 
younger brother.",sadness
5266,"When my elder brother failed form five in 1968 when I was 5 years 
old.",disgust
5267,When I heard that I had passed the second year exams.,joy
5268,"When I was about to be bitten by my friend's dog, later on it bit 
me.",fear
5269,"When I heard that an acquaintance of mine was spreading rumours 
about my affair with a close friend.",anger
5270,"When a close friend of mine collapsed and passed away and the 
illness was not known.",sadness
5271,When my father shouted at me for going to a party with my sister.,disgust
5272,When I qualified for form I.,joy
5273,"When I was going home for my holiday, I almost drowned in the 
Zambezi river.",fear
5274,"When the paramilitary was sent to the UNZA and it started using 
tear gas and started intimidating the students without any 
provocation.",anger
5275,When my grandfather died.,sadness
5276,When my parents insisted that I take up a teaching career.,disgust
5277,"When the Cambridge results came out and I obtained a first 
division. I had been thinking that I had not done very well.",joy
5278,"I was walking along the passage to my room (very near the anatomy 
laboratory) and I heard something and felt that there was some 
thing behind me. I looked back and there was no one. I started 
imagining that maybe it was a corpse.",fear
5279,"In form three we were taking our mock exams and someone else (a 
friend) was making noise when the examinateur picked on me and 
said that he would tear up my answer sheet. I got very angry 
with the girls involved.",anger
5280,When my brother (5th in the family) passed away.,sadness
5281,"When a girl I knew aborted and threw the seven month foetus in a 
man-hole.",disgust
5282,When I passed and qualified for the university.,joy
5283,When my sister was very ill and was admitted to the hospital.,fear
5284,"When my father failed to send me transport money after the 
closure of the school.",anger
5285,"When my parents separated temporarily and I was left behind with 
my father. As I loved my mother I wanted to go with her.",sadness
5286,"When I beat up my brother in order to control him and make him 
obey my parents orders.",disgust
5287,"A few weeks back I received a Christmas card from a friend in 
England. She had not written to me in a very long time but it 
showed that she still remembered me.",joy
5288,"The first time that I saw a dead person. This was when I started 
my gross anatomy practicals.",fear
5289,"I once failed a test miserably and my friend did very well and 
someone made a nasty comment while comparing me to my friend.",anger
5290,"A friend of mine got pregnant anf failed the first year at 
university. The boyfriend refused his responsibility and they 
ended up in court.",sadness
5291,"I once saw an elderly lady who was not properly dressed. She was 
wearing a transparent dress, such things are not sopposed to be 
seen in African society.",disgust
5292,When I heard that I had been selected for the university.,joy
5293,When I was left alone at home one night by my brother.,fear
5294,"The government's announcement of the withdrawal of the student 
allowances in 1984.",anger
5295,When I first suffered from syphilis.,sadness
5296,"Being mistreated by my former primary school teacher, Mr Zalu.",disgust
5297,"When I was with the girl I love very much, for the graduatiion 
ball.",joy
5298,"When I was first taken to the dissection room where I found 10 dead 
human bodies.",fear
5299,"I was really angry when the President general of UNZASU was 
arrested by policemen.",anger
5300,"When one of my closest friends failed to make it to the third 
year of university.",sadness
5301,When my parents complimented me very nicely on something.,joy
5302,"When I had to talk to some strangers, from whom I was expecting a 
negative answer.",fear
5303,"[ When some difference of opinion occurs in a silly situation.] 
",anger
5304,"I wanted something in particular and did not get it, also there 
was no possibility of getting it.",sadness
5305,"I felt disgusted when we (family) avoided a problem which could 
be solved readily.",disgust
5306,When I got engaged to a boy of my choice.,joy
5307,When I saw the movie "Poltergist".,fear
5308,"When my mother scolded me for coming home late, i.e after 7 P.M.",anger
5309,When my grandfather died.,sadness
5310,"When a close friend of mine maintained a relationship with me 
till she needed me and broke it off when she did not need me. 
She behaved life a really selfish person.",disgust
5311,When I passed my B.A exams.,joy
5312,[ While approaching to test the situation.],fear
5313,"When my boyfriend told me that it would be difficult for him to 
marry me.",anger
5314,When I left my part-time job.,sadness
5315,"I felt very disgusted at a friend to whom I had given a Psychology 
book to read, and she did not care to give me back the book 
during the exams.",disgust
5316,Being chosen to do this experiment.,joy
5317,Finding out about people can go mad for social reasons.,fear
5318,Someone borrowed my textbook and deliberately did not return it.,anger
5319,I like someone who does not like me and was rude to me.,sadness
5320,Cueing for bath for a long time.,disgust
5321,Doing well in the examn.,joy
5322,A relative died.,fear
5323,Bad food in the students' dining hall.,anger
5324,Could not get into the university I wanted to get in.,sadness
5325,Noisy people in the library.,disgust
5326,Getting into this university to do medicine.,joy
5327,Before the first examn.,fear
5328,Someone messing up the room we share.,anger
5329,My best friend could not get into university.,sadness
5330,Some students trying to please the lecturer.,disgust
5331,Reading a nice book and talking about it to my friend.,joy
5332,Being threatened by another person.,fear
5333,Insulted by the class leader.,anger
5334,Saying goodbye to a friend.,sadness
5335,Saw a dead rat on the street.,disgust
5336,Going to a concert.,joy
5337,Got ill.,fear
5338,Tripped on a busy street.,anger
5339,A child beaten up by his mother.,sadness
5340,First anatomy lesson.,disgust
5341,Good dinner on the National Day.,joy
5342,Saw a snake unexpectedly.,fear
5343,Seeing this badly made questionnaire.,anger
5344,You ignored the fact that we could not hear you at the back.,sadness
5345,Dead rat in the kitchen of the university.,disgust
5346,Watching the Asian Olympic game (China winning).,joy
5347,Someone frightened me in the dark.,fear
5348,"People having a football match outside the window during the 
lecture.",anger
5349,"China can not even give you good sound systems for an open 
lecture.",sadness
5350,People talking in an important lecture.,disgust
5351,Got a big fish in fishing.,joy
5352,Heard some ghost-like noise at night.,fear
5353,A father helping his kid to fight other kids.,anger
5354,A father of 4 children killed in an accident.,sadness
5355,When junior doctors returned to work after bunking them.,disgust
5356,When my boyfriend and I made up.,joy
5357,"When I was watching a movie in which there was a pit full of 
dangers and there was only a small safe place on which a man was 
standing; he had to catch the lady who was thrown in or else ! 
The pit was 20 feet deep.",fear
5358,"My mother and my sister carried on picking at me all day long for 
no reason at all and I ended up getting angry.",anger
5359,"When my boyfriend almost had a relationship with a close friend 
of mine.",sadness
5360,"When a classmate of ours knocked on our door at 2 o'clock in the 
morning. I was disgusted at his behaviour.",disgust
5361,"At church camp when I accepted Christ into my life and so did my 
friend.",joy
5362,"During the summer I received grade cards from my TA's. I expected 
a B no better in Computer Science. I looked at the card - I got an 
A - I was ecstatic.",joy
5363,"English papers are due on Friday. They are returned on Tuesday. 
This Tuesday I was afraid to go to class and get my paper because 
I knew it was bad.",fear
5364,"A friend of mine came to visit and stayed with my roommate and me. 
My roommate and she became good friends. After she left, he 
didn't talk too highly of her.",anger
5365,After receiving the grade on the paper mentioned in FEAR.,sadness
5366,Seeing a person panhandling money on Telegraph.,disgust
5367,When seeing a friend that I had not seen in a long while.,joy
5368,Fear of doing well on a midterm.,fear
5369,"I felt anger at my roommate due to his habit of leaving dirty 
dishes in the sink and generally not cleaning after himself.",anger
5370,"When my grandmother after staying with us for awhile went back 
home.",sadness
5371,"I felt disgust as a result of one of my midterms - I thought I 
had prepared well for it, but the end result wasn't what I had 
expected.",disgust
5372,"Achieving my goal at a swim meet. I worked toward the goal for 9 
yrs. I was capable of achieving it, but I didn't know when.",joy
5373,"Housesitting and hearing the alarm go off. I knew someone had to 
be breaking in. I called the police and was panicking while on 
the phone. It was awful. It turns out that I stepped on the 
hidden alarm without prior knowledge of its existance.",fear
5374,"Going to Cowell Hospital and finding out tediously that I had a 
stress fracture. The anger came when the senile doctors found out 
4 weeks later that I had 2 stress fractures in one foot and 
should have had crutches. I was in distinct pain and barely could 
walk to classes. They said it would be better in 2 weeks.",anger
5375,"Losing my job that I had for 4 summers. I took it personally and 
cried for 6 hours off and on. I wanted to hide away and did for a 
few days.",sadness
5376,"Seeing a friend ""making love"" to a high school girl. I 
accidentally was dragged into this room where the happenings had 
occurred. I was disgusted at the reality.",disgust
5377,"It was the weekend of my homecoming. I saw my sister for the 
first time in 3 months. She's my best friend and extremely close.",joy
5378,"After my shoulder operation, I woke up in the hospital room 
alone. I was in pain and was still under heavy medications. I 
could not find my parents.",fear
5379,"When I found out my cousin had been killed. I was angry at the 
world, and her murderer who was her ex-boyfriend. It was the worst 
and most hateful day of my life.",anger
5380,"I spent a weekend in San Diego visiting my boyfriend Rob. We were 
at the airport and my plane was just about so leave. After saying 
goodbye, I boarded the plane. It was the hardest thing to do and 
it was a sad trip home.",sadness
5381,"I was supposed to be studying for my math midterm a few days ago, 
however, I fooled around with my roommate, and didn't start 
studying until 12:00 am. I was disgusted with myself.",disgust
5382,"I got an A in anatomy - the first one I have ever gotten in a 
science class here.",joy
5383,"A man in a car was following me when I went running early one 
morning in a fairly secluded area.",fear
5384,"I caught a ""peeping tom"" at my window when I was getting 
undressed.",anger
5385,"Saying goodbye at the airport to my boyfriend who has to go to 
school back East. We are very close and have been together 4 
years.",sadness
5386,"My parents claimed me on their income tax after I had been out of 
the house for two years receiving no financial support from them. 
As result I had to work more during school because they were 
expected by the FAO to contribute to my education when they 
refuse to do so.",disgust
5387,"Went to a movie with a date, walked on the beach (in Alameda) 
spent some time afterwards in her apt.",joy
5388,"At age 10 my foster grandmother died, I had a fear of dying.",fear
5389,"I am currently taking CS 50P. I had to finish a couple of 
assignments but I was hindered because I could not get a passing 
score on my program.",anger
5390,"The girl I was seeing didn't want to have a serious relationship. 
",sadness
5391,"I found out that someone that I knew had someone else taking 
tests for her.",disgust
5392,I asked someone to go out and she accepted right away.,joy
5393,"I was driving and stopped at a stop light. I was planning to make 
a right turn as soon as it was clear. It was clear on the left so 
I started but a man was just in front of the car.",fear
5394,"During a dance someone slashed my tires and dumped paint on my 
car. I had four other friends with me that I drove and 
furthermore it was raining.",anger
5395,"When I was trying for a girl who I really liked and cared for and 
thought she felt the same way too. But she didn't like the idea 
and just wanted to stay friends.",sadness
5396,"When I lose on my bets on anything - baseball, football, 
basketball, track, craps, poker, or arcade - whether its 5 
dollars or 200 I feel that I should never have done it in the 
first place.",disgust
5397,Finished a difficult midterm.,joy
5398,I confronted a bigger person than I and almost got into a fight.,fear
5399,I was called racial slurs behind my back.,anger
5400,My grandmother died during Christmas break several years ago.,sadness
5401,Saw a scene in a movie implying incest as humorous.,disgust
5402,"Did very, very well on a Physics midterm.",joy
5403,"Alone in the house (late 8pm) I heard noises. Sounded like someone 
was trying to get in our back door.",fear
5404,"A friend doesn't let me study when I want to. She doesn't feel I 
need to study and doesn't understand how important studying is to 
me. I get very angry with her.",anger
5405,"Death of a pet rabbit. We had to give it away because my brother 
became allergic to it. We gave it to a man who kept animals and 
lots of other animals for children to watch. We went to visit our 
rabbit. It was badly beaten by the other rabbits and eventually 
died.",sadness
5406,"When I stand at the bus stop for one hour waiting for the bus to 
arrive.",disgust
5407,When I won my car.,joy
5408,Going to take my driving test.,fear
5409,"I came home one day and discovered that my sister had borrowed my 
car and had gotten into an accident with it. My entire front 
bumper was destroyed.",anger
5410,When I heard the news that my grandfather had died.,sadness
5411,"When a friend of mine keeps telling me morbid things that 
happened to his dog.",disgust
5412,"At a party in which I met an interesting female. We enjoyed 
eachothers company, while slow dacing.",joy
5413,"A friend and I were going to have a study session together in 
which we quiz ourselves in biology material. Because I believed I 
didn't study enough. I feared I would fail.",fear
5414,"I live with my sister now and sometimes she angers me especially 
when she thinks I don't keep the apt. clean enough.",anger
5415,"When I found out that I could not go to the concert (after buying 
the tickets) because of a biology test which occurred the morning 
after.",sadness
5416,"Right now I volunteer at a hospital. Yesterday, Halloween, I 
dressed up as a doctor and went to work. The volunteer 
coordinator told me after my shift that it was dangerous to have 
done what I did.",disgust
5417,"Last year my freshman yr. It was a day in March I did well on 
some tests. I seemed to finally adjust to college, it was hot and 
sunny. I was walking in front of a frat. when I heard Beach Boys 
""Surfin'USA"". I had this overwhelming feeling that to be at CAL 
was good. I still have it somewhat.",joy
5418,"During one year my mother almost had a nervous breakdown and my 
father had a serious operation. I was afraid that our family (4 
kids, I'm the oldest) wouldn't hold together. Everything turned 
out fine.",fear
5419,"Last semester when I dated a girl whom I've known for almost a 
year. However one night she said she wanted us to be ""just 
friends"". I confided this to a friend Jim I was really suffering. 
A month or two later he broke up with his old girlfriend and they 
started going out regularly. I have no girlfriend nor have I had 
a romantic relationship of any significance. I feel some anger 
but we are friends again.",anger
5420,"When I was a Sr. in HS. one of the class counselors died of 
hepatitis. She was very sensitive. She knew my shyness and drew 
me out to improve myself image. I missed her funeral - so I could 
not publically grieve. My parents didn't understand.",sadness
5421,"I applied for a job of GALSO counselor and I made the strongest 
possible application but was denied an interview. I felt 
disgusted at the system which by promoting the cause of 
minorities makes employing whites lowest priority.",disgust
5422,Someone (a boy) paid special attention to me.,joy
5423,Getting back my Psych 140 midterm.,fear
5424,"My roommate leaving my drawers in a mess after plowing thourgh 
them looking for something.",anger
5425,My friend who was in the Bago was kicked out of the sorority.,sadness
5426,"A friend of mine had sex with someone of a different race on a 
Winnebago trip down to USC in front of everyone (all my friends 
embarrassed my sorority house name).",disgust
5427,My last genetices midterm - a decent grade.,joy
5428,A certain night during initiation.,fear
5429,"When someone threw a firecracker into my room at 7:00 am in the 
morning.",anger
5430,A close friend of the family died.,sadness
5431,"When other people refuse to do their house jobs and give the 
work to someone else.",disgust
5432,"I received an unexpected B+ on an engineering midterm. I did not 
study nearly as much as I should have and it was a difficult 
test.",joy
5433,I could not do the questions on my math midterm.,fear
5434,"I was supposed to meet my girlfriend at a pre-arranged place but 
it took me an hour to find her.",anger
5435,"My grandmother died over the summer. I knew her very well, she 
baked great biscuits. She was in the hospital but expected to 
improve and go home soon. She died in her sleep.",sadness
5436,I saw part of a Prince video with him crawling out of a bath tub.,disgust
5437,Finding out my grades at the end of my freshman year.,joy
5438,"When I was going to bring back my girlfriend to LA to meet my 
parents.",fear
5439,"When I found out that my good friend and roommate did not pay the 
phone bill and electric bill like he promised and let me down.",anger
5440,"When I found out that my girlfriend would not be coming back to 
UCB for one semester, but would be living in San Jose.",sadness
5441,Finding out my grades at the end of my Sophomore year.,disgust
5442,Going to Chico to visit a friend.,joy
5443,First day back on the job.,fear
5444,"When the person I'm having the affair with won't talk to me in 
public.",anger
5445,My roommate's sister committed suicide.,sadness
5446,When I was getting so fat.,disgust
5447,When fell in love with my present girlfriend.,joy
5448,"When there was a bomb threat in Tolman Hall. This was the first 
time that I felt my life could be in danger.",fear
5449,"When people would tell me that my ex-girlfriend was playing 
around on me.",anger
5450,When my grandmother passed away.,sadness
5451,"When I study my butt off for a midterm and still get an average 
grade.",disgust
5452,I got a very good grade on one of my midterms a few weeks ago.,joy
5453,"My mom called early in the morning (On a Monday) and I had just 
seen her that weekend. I couldn't understand what could be so 
important as to make her call at such a strange hour. I missed 
the call and had to call her back that afternoon.",fear
5454,"My peers didn't want me to meet someone during rush for fear that 
I would give her a bad outlook on our Sororoty house. I shouldn't 
have seen this, but they blew and I did.",anger
5455,I was told that a friend of a friend committed suicide.,sadness
5456,Doing poorly on a midterm.,disgust
5457,"When I had achieved a goal indirectly. I work for CAL Football 
and our 2nd win of the season was very gratifying and brought 
our joy because of the hard work involved and the fact that no 
one expected we would win.",joy
5458,"Upon reading a story on a serial killer by the name of Henry Lee 
Lucas who has been given the distinction of killing more people 
that any other man. I began to wonder if I should take more care 
for my safety.",fear
5459,"I had worked long and hard on a project when a friend 
inadvertantly destroyed it. I could not forgive him for a long 
time. And at times still get angry at him.",anger
5460,"When a pet died. The pet was the closest friend I had for 15 
years.",sadness
5461,"When people/press analyze a particular newsworthy item (CAL 
Football team) which I am a member and can only see the situation 
in a bad light and always put the team down.",disgust
5462,Getting my accentance letter from CAL.,joy
5463,"One summer when I was camping with friends they devised and 
elaborate plan to scare me by having our camp attecked by a wild 
animal (one of them) and then convincing the campground was 
the home of a satanic organization.",fear
5464,I went out dancing and found my boyfriend kissing another girl.,anger
5465,"At the end of my senior yr. in high school I found out that a 
friend of mine I knew had cancer had been diagnosed as terminally 
ill.",sadness
5466,"Sitting in the dorm when the guys were verbally reading letters 
in Penthouse.",disgust
5467,"Today I did a lot better on my architecture project than I 
expected.",joy
5468,"When I was little I lost control of my bike and started to go 
into a buay intersection but my neighbor stopped me just in time.",fear
5469,"This summer I got into a fight with one of our patrons (at a 
theatre). He hit me and I hit him and her friend, he hit my friend 
and we all hit eachother.",anger
5470,"This monday I took a Math 1BS test and flunked for the second 
time.",sadness
5471,When I found out the CIA was mining Nicaraguan harbors.,disgust
5472,When I received a letter of acceptance to CAL.,joy
5473,"A time when I was very afraid of something was when I broke my 
father's antique lamp.",fear
5474,When someone told a secret I told them not to tell.,anger
5475,When my mother was very sick and almost died.,sadness
5476,When I saw President Reagan get elected.,disgust
5477,I gave my mom a gift she wanted for years. I raflected her joy.,joy
5478,"Walking through campus at night a squirrel jumped in front of 
me.",fear
5479,"After a long trip in my dad's van without incident I stopped to 
fill the tank with gas and dented the side of the van against the 
pole. Then my cars electrical system would not work when I tried 
to drive home from his house.",anger
5480,"At one point in a relationship, my boyfriend was seeing an old 
flame more than me. At our confrontation tears were shed.",sadness
5481,When a skunk invaded camp.,disgust
5482,"When I finally got a job after days of wondering whether I would 
be hired or not and counting on the money that it would bring.",joy
5483,When I had to walk home in the dark for the first time.,fear
5484,"A time when, as part of my work, I was sent out actually sort of 
volunteered to run an errand for someone who had no authority to 
send me out and the address was very far especially on foot and 
turned out to be incorrect too. The whole trip was a waste.",anger
5485,"When my boyfriend said he did not want to see me anymore (which 
turned out to be untrue).",sadness
5486,When my roommate forgets to flush the toilet.,disgust
5487,"Yesterday when I received a B on a history midterm. I felt 
overjoyed after having received C's previously.",joy
5488,"When I began school at UC. The pre-enrollment the classes, and 
the question of success really scared me.",fear
5489,"A month ago when one of my fellow workers got a promotion over 
me. It was just a small promotion but recognition was involved.",anger
5490,"When another fellow worker decided to leave the company. We had 
been very close and we would not be able to work with eachother 
any longer.",sadness
5491,"Through the media and their presentation of a kidnapped child who 
was raped.",disgust
5492,"When I drove partially across the country with my father. We 
stopped in a few towns and stayed overnight in motels. The joy I 
got was from the feedom I felt and the real beauty of the 
country.",joy
5493,"One day before Christmas, I went shopping with my brother and his 
friend. We had a good time. But on the way home we were almost in 
an accident because the weather was bad.",fear
5494,"I can't remember being truly angry. Usually it's just 
disappointment that I feel. One situation would be with my 
brother. He and I used to be close but now he seems to be 
avoiding me.",anger
5495,"4 years ago my family decided to move from New York to 
California. From the time we decided to move until the time we 
left, I realized how much my friends cared for me. When we left 
and for a long time after that I was very sad.",sadness
5496,"Once when I was babysitting for some neighbors children I found 
roaches in ther bathroom. I had never seen a roach before but I 
called my mother to make sure that's what they were. And she came 
over and checked.",disgust
5497,The last time I had sex.,joy
5498,"after getting a fail notice for a math class, I realized I was 
not doing very well in school in any subject. I began to fear 
failing a class or two.",fear
5499,"Physically fighting with my girlfriend because she just walked 
out of a room of my friends and had pushed and cursed at me when 
I went to find her.",anger
5500,"Hearing about a friend back home that had to have his stomach 
pumped because he had overdosed on pills.",sadness
5501,"After learning on the news about this man who killed more than 
300 women and habitually copulated into their inert bodies.",disgust
5502,"Reading a letter from a close friend who said he missed me and 
cared for me.",joy
5503,Going to CAL not knowing anyone.,fear
5504,When a close friend did not write.,anger
5505,Leaving high school.,sadness
5506,"When my roommate came home at 10 in the morning after sleeping 
with a guy she did not know because she got drunk. (Se has a 
boyfriend too).",disgust
5507,I went home and visited with my family and friends.,joy
5508,Taking a chemistry midterm.,fear
5509,"While I was away for the weekend some friends went into my room 
and played my very expensive stereo without asking me or my 
roommate.",anger
5510,I asked a girl out on a date and she said no.,sadness
5511,"I was playing a sport in an advanced PE class and many of the 
people were not advanced.",disgust
5512,"Returning to school and rejoining my girlfriend after 3 months of 
separation from summer.",joy
5513,"Waiting for my girlfriend to come from her apt. to mine. She was 
very late and I thought something awful had happened.",fear
5514,"I bought a new bed for my apt. and it squeaks when you move on 
it. I tried to fix it but could not.",anger
5515,"Finding out that my grandfather had died. He lived in England and 
I had not seen him for 10 years.",sadness
5516,"Cleaning the bathroom of my apt. and realizing my roommate who 
had lived there all summer by himself had never cleaned the 
place.",disgust
5517,"My boyfriend and I were getting dressed up and putting make-up 
on to go to a Halloween Party. We were dressing up to be two 
mimes. It was very enjoyable and I thought we looked really good, 
it was an accomplishment. We were alone in his house.",joy
5518,"I needed a recommendation for something. I decided that the best 
person to get one from was a professor who I had never talked to 
before. I felt a lot of fear going up after class to ask him to 
recommend me considering he had never heard my name before. But I 
did.",fear
